ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT,neighborhood
270087000,423400,4316,502,DRUID AVE,,LOT 7 BK A SEC 2 IX ADDITION,6054.84,Barracks Road
270086000,372600,4317,504,DRUID AVE,,LOT 6 BK A SEC 2 IX ADDITION,6054.84,Barracks Rugby
270096000,550200,4318,1200,6TH ST SE,,LOT,32452.2,10th & Page
270085000,357100,4319,506,DRUID AVE,,LOT 5 BK A SEC 2 IX ADDITION,6054.84,Fifeville
270084000,367200,4320,508,DRUID AVE,,LOT 4 BK A SEC 2 IX ADDITION,6054.84,Jefferson Park Avenue
270083000,404800,4321,510,DRUID AVE,,LOT 3 BK A SEC 2 IX ADDITION,6054.84,Woolen Mills
270082000,372000,4322,512,DRUID AVE,,LOT 2 BK A SEC 2 IX ADDITION,6054.84,Martha Jefferson
270097000,503900,4323,1202,6TH ST SE,,LOT,45781.56,Woolen Mills
270081000,338300,4324,514,DRUID AVE,,LOT 1 BK A SEC 2 IX ADDITION,5183.64,Starr Hill
270098000,452000,4325,501,STONEHENGE AVE,,LOT 1 BK B SEC 3 IX ADDITION,7884.36,Barracks Road
270114000,97500,4326,498,STONEHENGE AVE,,NEW LOT 1 BK A SEC 3 IX ADD,6577.56,Johnson Village
270113100,321200,4327,500,STONEHENGE AVE,,LOT 2 BK A SEC 3 IX ADDITION,4399.56,The Meadows
270102000,371900,4328,509,STONEHENGE AVE,,LOT 5 BK B SEC 3 IX ADDITION,5662.8,Locust Grove
270112000,333000,4329,502,STONEHENGE AVE,,LOT 3 BK A SEC 3 IX ADD,4399.56,Fifeville
270103000,405100,4330,511,STONEHENGE AVE,,LOT 6 BK B SEC 3 IX ADDITION,5662.8,10th & Page
270111000,428700,4331,504,STONEHENGE AVE,,LOT 4 BK A SEC 3 IX ADDITION,4399.56,Fry's Spring
270115000,290200,4332,501,ROCKLAND AVE,,LOT 18&PT ST BK A SEC 3 IX ADD,6708.24,Jefferson Park Avenue
270110000,362800,4333,506,STONEHENGE AVE,,LOT 5 BK A SEC 3 IX ADDITION,4225.32,Lewis Mountain
270113000,393700,4334,503,ROCKLAND AVE,,LOT 17 BK A SEC 3 IX ADDITION,4399.56,Rose Hill
270109000,412300,4335,508,STONEHENGE AVE,,LOT 6 BK A SEC 3 IX ADDITION,4399.56,Belmont
270116000,426500,4336,505,ROCKLAND AVE,,LOT 16 BK A SEC 3 IX ADDITION,4225.32,Barracks Rugby
270108000,412400,4337,510,STONEHENGE AVE,,LOT 7 BK A SEC 3 IX ADDITION,4399.56,Lewis Mountain
270117000,452800,4338,507,ROCKLAND AVE,,LOT 15 BK A SEC 3 IX ADDITION,4225.32,Johnson Village
270107000,435900,4339,512,STONEHENGE AVE,,LOT 8 BK A SEC 3 IX ADDITION,4399.56,Venable
270118000,413000,4340,509,ROCKLAND AVE,,LOT 14 BK A SEC 3 IX ADDITION,4225.32,Locust Grove
270106000,463600,4341,514,STONEHENGE AVE,,LOT 9 BK A SEC 3 IX ADDITION,4399.56,Martha Jefferson
270119000,403700,4342,511,ROCKLAND AVE,,LOT 13 BK A SEC 3 IX ADDITION,4225.32,Woolen Mills
270120000,407200,4343,513,ROCKLAND AVE,,LOT 12 BK A SEC 3 IX ADDITION,4225.32,Rose Hill
270121000,480900,4344,515,ROCKLAND AVE,,LOT 11 BK A SEC 3 IX ADDITION,4225.32,Martha Jefferson
270122000,462400,4345,517,ROCKLAND AVE,,LOT 10 BK A SEC 3 IX ADDITION,4225.32,Barracks Road
310060000,16727500,4346,946,GRADY AVE,,NEW PARCEL A,72239.904,Lewis Mountain
310003000,163400,4347,824,DALE AVE,,PT LOT 7 BK 30 ROSE HILL,2482.92,Rose Hill
310004100,288700,4348,820,DALE AVE,,LOT 8 BK 30 ROSEHILL,6751.8,The Meadows
310070000,786600,4349,923-925,WEST ST,,PARCEL B JEFFRIES ADD,19392.912,Lewis Mountain
310054000,1032000,4350,824,PRESTON AVE,,PT LOTS 1 & 2,11935.44,Fifeville
310071000,235100,4351,348,10TH ST NW,,PARCEL E JEFFRIES ADD,5954.652,Belmont
310073000,332400,4352,919,WEST ST,,PT LOT 21 JEFFRIES ADDITION,3441.24,The Meadows
310074000,509000,4353,917,WEST ST,,LOT 22 JEFFRIES ADDITION,6621.12,Belmont
310075000,365200,4354,913,WEST ST,,LOT 23 JEFFRIES ADDITION,6577.56,The Meadows
310098000,396300,4355,346,10TH ST NW,,PT LOT 9 JEFFRIES ADDITION,5096.52,Johnson Village
310039000,7757100,4356,800,PRESTON AVE,,LOT,63118.44,Jefferson Park Avenue
310076000,622000,4357,911,WEST ST,,LOT 24 JEFFRIES ADDITION,6621.12,Locust Grove
310053000,378500,4358,516,9TH ST NW,,LOT 3,6316.2,Fry's Spring
310077000,136000,4359,909,WEST ST,,PARCEL F JEFFRIES ADD,4138.2,Greenbrier
310078000,528400,4360,907,WEST ST,,LOT 26 & PT 25 JEFFRIES ADD,9016.92,The Meadows
310099000,420500,4361,344,10TH ST NW,,PT LOTS 9 & 10 JEFFRIES ADD,5096.52,The Meadows
310008000,1624500,4362,618,FOREST ST,,LOTS F & G BK 17 ROSE HILL,9016.92,Barracks Rugby
310006000,273700,4363,805,PRESTON AVE,,PARCELS B & C BK 30 ROSEHILL,4159.98,Lewis Mountain
310097000,267400,4364,925,ANDERSON ST,,PT LOT 11 JEFFRIES ADDITION,6490.44,Johnson Village
310052000,253700,4365,514,9TH ST NW,,LOT 4,6316.2,Lewis Mountain
310079000,402500,4366,905,WEST ST,,LOT 27 JEFFRIES ADDITION,7710.12,Fry's Spring
310096000,305000,4367,923,ANDERSON ST,,PT LOT 12 JEFFRIES ADDITION,4486.68,Martha Jefferson
310100000,448500,4368,340,10TH ST NW,,PT LOT 9 JEFFRIES ADDITION,5096.52,Greenbrier
310095000,362300,4369,921,ANDERSON ST,,PT LOTS 12 & 13 JEFFRIES ADD,4443.12,Woolen Mills
310094000,434100,4370,919,ANDERSON ST,,PT LOT 13 JEFFRIES ADD,4399.56,Locust Grove
310080000,341500,4371,903,WEST ST,,PT LOT 38 PAYNE & MASSIE,4530.24,Barracks Rugby
310012100,321000,4372,611,FOREST ST,,PARCEL A,4878.72,Rose Hill
310051000,572200,4373,852,WEST ST,,LOT 5,9583.2,Venable
310014000,134500,4374,715,DALE AVE,,LOT E-1 ROSE HILL,2918.52,North Downtown
310093000,633800,4375,917,ANDERSON ST,,LOT 14 JEFFRIES ADDITIION,6795.36,Starr Hill
310010000,454800,4376,614,FOREST ST,,LOT H BK 17 ROSE HILL,3223.44,North Downtown
310092000,342800,4377,915,ANDERSON ST,,LOT 15 JEFFRIES ADDITION,6621.12,The Meadows
310015000,835900,4378,711,DALE AVE,,LOTS D & E2 BK 17 ROSE HILL,10367.28,Locust Grove
310081000,501300,4379,421,9TH ST NW,,LOTS 1 & 2 PAYNE & MASSIE,6316.2,Lewis Mountain
310050000,651100,4380,850,WEST ST,,LOT 6,9844.56,The Meadows
310091000,532600,4381,913,ANDERSON ST,,LOT 16 & PT 17 JEFFRIES ADD,10149.48,Barracks Rugby
310101000,524000,4382,338,10TH ST NW,,PT LOT 2 JEFFRIES ADDITION,7274.52,Locust Grove
310012000,926700,4383,711,PRESTON AVE,,PT LOTS 3-6 BK 17 ROSE HILL,13111.56,Venable
310090000,407900,4384,911,ANDERSON ST,,PT LOT 17 JEFFRIES ADDITION,5837.04,Barracks Rugby
310082000,394900,4385,419,9TH ST NW,,PT LOTS 37-39 PAYNE & MASSIE,6316.2,Woolen Mills
310103000,272100,4386,924,ANDERSON ST,,PT LOT 3 JEFFRIES ADD,4617.36,Starr Hill
310083000,710700,4387,417,9TH ST NW,,PT LOT 37 PAYNE & MASSIE,10018.8,Barracks Rugby
310049000,222500,4388,848,WEST ST,,LOT 12,10628.64,Greenbrier
310102000,715500,4389,332-336,10TH ST NW,,LOT 1 & PT 2 JEFFRIES ADD,0.0,Martha Jefferson
310104000,231200,4390,922,ANDERSON ST,,PT LOTS 3 & 4 JEFFRIES ADD,4617.36,Greenbrier
310038000,7367700,4391,722,PRESTON AVE,,REVISED LOT & PAR X,46957.68,Rose Hill
310105000,260500,4392,920,ANDERSON ST,,PT LOT 4 JEFFRIES ADD,4443.12,Barracks Road
310106000,284200,4393,918,ANDERSON ST,,PT LOT 5 JEFFRIES ADD,2570.04,Barracks Road
310046000,204300,4394,846,WEST ST,,LOT,7492.32,10th & Page
310107000,335300,4395,916,ANDERSON ST,,PT LOT 5 JEFFRIES ADDITION,2657.16,Rose Hill
310084000,478100,4396,413,9TH ST NW,,PT LOT 36 PAYNE & MASSIE,5227.2,Locust Grove
310018000,1224600,4397,601,ALBEMARLE ST,,"LOTS B,C&PT A&STR BK 17 ROSE H",27721.584,Johnson Village
310108000,693100,4398,914,ANDERSON ST,,PT LOTS 5 & 6 JEFFRIES ADD,5140.08,Starr Hill
310248000,412000,4399,422,9TH ST NW,,LOT 14 & PT 13 PAYNE & MASSIE,9539.64,Barracks Road
310085000,332300,4400,409,9TH ST NW,,PT LOT 36 PAYNE & MASSIE,5140.08,Greenbrier
310045000,373300,4401,807,WEST ST,,LOT,6011.28,Rose Hill
310117000,591000,4402,326,10TH ST NW,A&B,LOT 1 & PT 7 PAYNE & MASSIE,0.0,Barracks Rugby
310089000,254300,4403,909,ANDERSON ST,,LOT 3 PAYNE & MASSIE,3005.64,Woolen Mills
310044000,688500,4404,805,WEST ST,,LOT,6098.4,Woolen Mills
310109C00,544400,4405,906,ANDERSON ST,,LOT 4 JEFFRIES ADD,5662.8,Venable
310019000,1713600,4406,700-718,PRESTON AVE,,REVISED LOT,36459.72,Martha Jefferson
310042000,720000,4407,801,WEST ST,,LOT,13068.0,The Meadows
310088000,314600,4408,907,ANDERSON ST,,LOT 1 PAYNE & MASSIE,3005.64,Rose Hill
310248100,879200,4409,420,9TH ST NW,,LOT 15 PAYNE & MASSIE,7579.44,Woolen Mills
310118000,285900,4410,322,10TH ST NW,,LOT 2 2ND ADD PAYNE & MASSIE,5706.36,Greenbrier
310115000,388100,4411,915,PAOLI ST,,LOT 8 PAYNE & MASSIE,6838.92,North Downtown
310249000,471300,4412,808,WEST ST,,PT LOTS 13 & 15 PAYNE & MASSIE,7013.16,Lewis Mountain
310086000,633200,4413,901-903,ANDERSON ST,,LOT 34 & PARCEL X PAYNE&MASSIE,8232.84,Belmont
310087000,290800,4414,905,ANDERSON ST,,LOT 2 PAYNE & MASSIE,2439.36,North Downtown
310114000,420800,4415,913,PAOLI ST,,LOT 9 PAYNE & MASSIE,6838.92,10th & Page
310116000,219900,4416,917,PAOLI ST,,PT LOT 7 PAYNE & MASSIE,3441.24,Lewis Mountain
310247000,426400,4417,410,9TH ST NW,,PT LOT 16 BK 1 PAYNE & MASSIE,4312.44,Woolen Mills
310250000,362100,4418,806,WEST ST,,LOT 5 BK 1 WHITE'S LOTS,6882.48,Johnson Village
310114100,382800,4419,911,PAOLI ST,,LOT 10 PAYNE & MASSIE,6534.0,North Downtown
310114200,297000,4420,907,PAOLI ST,,LOT 11 PAYNE & MASSIE,7492.32,Venable
310110000,725800,4421,904,ANDERSON ST,,LOT PAYNE & MASSIE,5662.8,Johnson Village
310037000,457100,4422,733,WEST ST,,LOT 9 & PT 8,8407.08,North Downtown
310119000,337600,4423,314,10TH ST NW,,LOT 3 PAYNE & MASSIE,5706.36,Venable
310251000,321900,4424,804,WEST ST,,LOT 6 BK 1 WHITE'S LOTS,6882.48,Starr Hill
310246000,449600,4425,817,ANDERSON ST,,PT LOTS 16-18 PAYNE & MASSIE,9888.12,Johnson Village
310245000,647000,4426,815,ANDERSON ST,,PT LOTS 16 & 18 PAYNE & MASSIE,11979.0,Barracks Rugby
310036000,391300,4427,725,WEST ST,,LOT 7 & PT LOT 8,8581.32,Woolen Mills
310121000,361900,4428,912,PAOLI ST,,LOT 15A PAYNE & MASSIE,7753.68,The Meadows
310252000,171400,4429,802,WEST ST,,LOT 7 BK 1 WHITE'S LOTS,6882.48,10th & Page
310111000,508000,4430,902,ANDERSON ST,,LOT 33&PT LOT 32 PAYNE&MASSIE,3876.84,North Downtown
310023000,157600,4431,0,ALBEMARLE ST,,LOT,8058.6,Starr Hill
310120000,502200,4432,310,10TH ST NW,,LOT 4 2ND ADD PAYNE & MASSIE,5706.36,Starr Hill
310113000,453500,4433,214,9TH ST NW,,LOT 31 PAYNE & MASSIE,10367.28,Barracks Road
310122000,371200,4434,910,PAOLI ST,,LOT 14A PAYNE & MASSIE,6403.32,Greenbrier
310253000,448100,4435,800,WEST ST,,LOT 8 BK 1 WHITE'S LOTS,7013.16,Venable
310035000,768800,4436,723,WEST ST,,LOT 6,5706.36,Rose Hill
310122100,387200,4437,908,PAOLI ST,,LOT 13A PAYNE & MASSIE,6403.32,Venable
310244000,717700,4438,809,ANDERSON ST,,LOT 4 BK 1 WHITE'S LOTS,7840.8,Barracks Rugby
310024000,385700,4439,215,ALBEMARLE ST,,LOT,8276.4,Woolen Mills
310032000,415900,4440,717,WEST ST,,LOT 5,5706.36,Venable
310123000,312700,4441,906,PAOLI ST,,PT LOT 12 PAYNE & MASSIE,9583.2,Barracks Rugby
310031000,438600,4442,715,WEST ST,,LOT,6011.28,Venable
310135000,310800,4443,302,10TH ST NW,,LOT 5 2ND ADD PAYNE & MASSIE,5706.36,10th & Page
310232000,327600,4444,820,ANDERSON ST,,PT LOT 20 PAYNE & MASSIE,3615.48,Fifeville
310254000,351400,4445,730,WEST ST,,LOT 1 JUDGE J M WHITE,4791.6,Martha Jefferson
310243000,424700,4446,805,ANDERSON ST,,LOT 3 BK 1 WHITE'S LOTS,7230.96,Locust Grove
320007000,1264500,4447,618,HARRIS ST,,PARCEL A ROSE HILL,11586.96,Belmont
310030000,75500,4448,713,WEST ST,,LOT,6011.28,Martha Jefferson
310233000,561200,4449,818,ANDERSON ST,,PT LOT 20 PAYNE & MASSIE,4007.52,Lewis Mountain
310255000,395200,4450,728,WEST ST,,LOT 2 JUDGE J M WHITE,4791.6,Lewis Mountain
310124000,359300,4451,210,9TH ST NW,,LOT 12 PAYNE & MASSIE,6838.92,North Downtown
310134000,124500,4452,922,MORTON LN,,PT LOT 16 PAYNE & MASSIE,1785.96,The Meadows
310242000,455000,4453,803,ANDERSON ST,,LOT 2 BK 1 WHITE'S LOTS,7230.96,Starr Hill
320007100,2412400,4454,505,PRESTON AVE,,PARCEL B ROSE HILL,30870.972,Barracks Road
310256000,575700,4455,724,WEST ST,,LOT 3 JUDGE J M WHITE,4791.6,Jefferson Park Avenue
310234000,377600,4456,816,ANDERSON ST,,PT LOT 19 PAYNE & MASSIE,4051.08,Barracks Rugby
310131000,128700,4457,920,MORTON LN,,PT LOT 16 PAYNE & MASSIE,1785.96,North Downtown
310125000,377000,4458,208,9TH ST NW,,LOT 11 PAYNE & MASSIE ADDITION,6751.8,Starr Hill
310231100,517500,4459,217,9TH ST NW,,PT LOT 21 PAYNE & MASSIE,6446.88,Fifeville
310241000,372800,4460,801,ANDERSON ST,,LOT 1 BK 1 WHITE'S LOTS,7230.96,Starr Hill
310137000,435300,4461,925,PAGE ST,,LOT  PAYNE & MASSIE,2613.6,Fifeville
310235000,478500,4462,814,ANDERSON ST,,PT LOT 19 PAYNE & MASSIE ADD,4007.52,Fifeville
310133000,210200,4463,923,PAGE ST,,PT LOT 16 PAYNE & MASSIE,3179.88,Jefferson Park Avenue
310257000,299400,4464,720,WEST ST,,LOT 4 JUDGE J M WHITE,4791.6,Belmont
310271000,388200,4465,402,8TH ST NW,,LOTS 19 & 20 JUDGE J M WHITE,9670.32,Barracks Rugby
310130000,541000,4466,908,PAGE ST,,RESIDUE PAYNE&MASSIE,13677.84,Belmont
310132000,201200,4467,920,PAGE ST,,PT LOT 16 PAYNE & MASSIE,3267.0,Martha Jefferson
310231000,749800,4468,215,9TH ST NW,,PT LOT 21 PAYNE & MASSIE,7623.0,Johnson Village
310126000,409800,4469,206,9TH ST NW,,LOT 10 & PT 12 PAYNE & MASSIE,6664.68,The Meadows
310236000,443200,4470,810,ANDERSON ST,,LOT 5 BK 2 WHITE'S LOTS,9321.84,Venable
310258000,497900,4471,718,WEST ST,,LOT 5 JUDGE J M WHITE,4791.6,10th & Page
310027000,675800,4472,701,WEST ST,,PT LOT 33,5401.44,Jefferson Park Avenue
310237000,295800,4473,808,ANDERSON ST,,LOT 4 BK 2 WHITE'S LOTS,8494.2,Jefferson Park Avenue
310230000,354400,4474,213,9TH ST NW,,LOT 1 PAYNE & MASSIE,6882.48,10th & Page
310259000,266200,4475,714,WEST ST,,LOT 6 JUDGE J M WHITE,4791.6,The Meadows
310270000,300000,4476,723,ANDERSON ST,,LOT 18 JUDGE J M WHITE,4791.6,North Downtown
310129000,545800,4477,904,PAGE ST,,LOT 9 PAYNE & MASSIE,6621.12,Fry's Spring
310138000,369900,4478,218,10TH ST NW,,PT 19 & 20 PAYNE & MASSIE,4704.48,Rose Hill
310229000,346800,4479,211,9TH ST NW,,LOT 2 PAYNE & MASSIE,8102.16,Belmont
310260000,571800,4480,712,WEST ST,,LOT 7 JUDGE J M WHITE,4791.6,Jefferson Park Avenue
310269000,405300,4481,721,ANDERSON ST,,LOT 17 JUDGE J M WHITE,4791.6,Fry's Spring
310238000,439600,4482,802,ANDERSON ST,,LOT 3 BK 2 WHITE'S LOTS,0.0,Fifeville
310127000,326500,4483,204,9TH ST NW,,PT LOTS 7 & 8 PAYNE & MASSIE,4399.56,10th & Page
310139000,523700,4484,216,10TH ST NW,,LOT  PAYNE & MASSIE,3049.2,Jefferson Park Avenue
310261000,578300,4485,708,WEST ST,,LOT 8 JUDGE J M WHITE,0.0,Fry's Spring
310268000,369400,4486,717,ANDERSON ST,,LOT 16 JUDGE J M WHITE,4791.6,Woolen Mills
310141000,292800,4487,919-921,PAGE ST,,PT LOTS 20 & 21 PAYNE & MASSIE,4617.36,North Downtown
310272000,336700,4488,328,8TH ST NW,,PT LOTS 21-23 JUDGE JM WHITE,4791.6,Woolen Mills
310240000,420200,4489,800,ANDERSON ST,,PT LOTS 1 & 2 BK 2 WHITE'S LOT,6359.76,North Downtown
310228000,466400,4490,305,9TH ST NW,,LOTS 5 & 6 PAYNE & MASSIE,8015.04,Fry's Spring
310128000,438200,4491,900,PAGE ST,,PT LOTS 7 & 8 PAYNE & MASSIE,6446.88,Jefferson Park Avenue
310140000,451700,4492,214,10TH ST NW,,LOT PAYNE & MASSIE,3920.4,Starr Hill
310262000,376900,4493,702,WEST ST,,LOT 9 JUDGE J M WHITE,4791.6,Barracks Road
310142000,299600,4494,917,PAGE ST,,PT LOTS 21 & 22 PAYNE & MASSIE,4486.68,Lewis Mountain
310273000,482500,4495,324,8TH ST NW,,PT LOTS 21-23 JUDGE JM WHITE,4007.52,Barracks Rugby
310267000,326000,4496,711,ANDERSON ST,,LOT 15 JUDGE J M WHITE,4791.6,Starr Hill
310263000,426700,4497,700,WEST ST,,LOT 10 JUDGE J M WHITE,4791.6,Greenbrier
310274000,378500,4498,316,8TH ST NW,,PT LOTS 21-23 JUDGE JM WHITE,5401.44,Venable
310266000,344600,4499,709,ANDERSON ST,,LOT 14 JUDGE J M WHITE,4791.6,Greenbrier
310224000,100,4500,815,PAGE ST,,LOT 6 BK 2 WHITE'S LOTS,8494.2,Venable
310227000,254300,4501,835,PAGE ST,,PT LOT 13 PAYNE & MASSIE,3397.68,Barracks Rugby
310275000,312200,4502,714,ANDERSON ST,,LOT 24 JUDGE J M WHITE,4791.6,The Meadows
310223000,356000,4503,813,PAGE ST,,LOT 7 BK 2 WHITE'S LOTS,0.0,Barracks Rugby
310225000,324500,4504,817,PAGE ST,,LOT 3 PAYNE & MASSIE,4791.6,Fifeville
310239000,437500,4505,313,8TH ST NW,,PT LOTS 1 & 2 BK 2 WHITE'S LOT,4356.0,Lewis Mountain
310265000,349600,4506,703,ANDERSON ST,,LOT 13 & PT 12 JUDGE JM WHITE,4965.84,Rose Hill
310222000,497900,4507,811,PAGE ST,,LOT 8 BK 2 WHITE'S LOTS,7492.32,Starr Hill
310200000,535500,4508,907,PAGE ST,,LOT,5357.88,Starr Hill
310227100,184900,4509,833,PAGE ST,,PT LOT 13 PAYNE & MASSIE,1437.48,Woolen Mills
310276000,410700,4510,712,ANDERSON ST,,LOT 25 JUDGE J M WHITE,4791.6,Barracks Rugby
310221000,464400,4511,809,PAGE ST,,LOT 9 BK 2 WHITE'S LOTS,7056.72,Johnson Village
310264000,317600,4512,701,ANDERSON ST,,LOT 11 & PT 12 JUDGE JM WHITE,6359.76,Jefferson Park Avenue
310285000,249700,4513,314,8TH ST NW,,LOT,5488.56,North Downtown
310201000,588400,4514,905,PAGE ST,,LOT,2831.4,Starr Hill
310220000,672400,4515,807,PAGE ST,,LOT 10 BK 2 WHITE'S LOTS,6621.12,Fifeville
310202000,211700,4516,903,PAGE ST,,LOT,2657.16,Barracks Road
310277000,378200,4517,710,ANDERSON ST,,LOT 26 JUDGE J M WHITE,4791.6,Johnson Village
310203000,225400,4518,838,PAGE ST,,LOT 1,5183.64,Johnson Village
310219000,414100,4519,805,PAGE ST,,LOT 11 BK 2 WHITE'S LOTS,6229.08,North Downtown
310204000,234200,4520,836,PAGE ST,,LOT 2,5140.08,Martha Jefferson
310218000,295500,4521,311,8TH ST NW,,PT LOT 12 BK 2 WHITE'S LOTS,1829.52,Barracks Rugby
310278000,136000,4522,0,ANDERSON ST,,LOT 27 JUDGE J M WHITE,4791.6,Venable
310205000,271800,4523,824,PAGE ST,,LOT 3,4791.6,Rose Hill
310284000,193900,4524,312,8TH ST NW,,LOT 5 HUDSON JENKINS EST,12153.24,Rose Hill
310279000,343800,4525,702,ANDERSON ST,,LOT 28 & PT 29&30 JUDGE WHITE,8276.4,Barracks Rugby
310206000,259900,4526,822,PAGE ST,,LOT 3,4268.88,Starr Hill
310217000,283700,4527,801,PAGE ST,,PT LOT 12 BK 2 WHITE'S LOTS,4225.32,North Downtown
310207000,302700,4528,820,PAGE ST,,LOT 2,4268.88,North Downtown
310152000,320100,4529,201,HOLLY DR,,PT LOT 4,4791.6,Jefferson Park Avenue
310208000,136000,4530,818,PAGE ST,,LOT 1,5706.36,Locust Grove
310209000,339100,4531,814-816,PAGE ST,,LOT 1,6141.96,Woolen Mills
310153000,596300,4532,206,10TH ST NW,,LOT 5,6229.08,Barracks Road
310286000,128800,4533,304,8TH ST NW,,LOT 1 HUDSON JENKINS EST,4399.56,Martha Jefferson
310210000,339500,4534,810-812,PAGE ST,,LOT 2,6403.32,Starr Hill
310280000,283900,4535,305,7TH ST NW,,LOT 4 HUDSON JENKINS EST,3571.92,Locust Grove
310211000,369000,4536,808,PAGE ST,,LOT 5 3RD ADD PAYNE & MASSIE,7274.52,Rose Hill
310283000,524200,4537,709,PAGE ST,,LOT,4748.04,Barracks Rugby
310212000,656900,4538,806,PAGE ST,,LOT 4 PAYNE & MASSIE,7318.08,Fry's Spring
310154000,368400,4539,204,10TH ST NW,,PT LOT 6,5967.72,Starr Hill
310281000,418000,4540,705,PAGE ST,,LOT 3 HUDSON JENKINS EST,4138.2,Belmont
310213000,455200,4541,804,PAGE ST,A&B,LOT 3 3RD ADD PAYNE & MASSIE,7187.4,Fry's Spring
310287000,384300,4542,300,8TH ST NW,,LOT,3179.88,Barracks Road
310282000,439900,4543,707,PAGE ST,,LOT 2 & PAR X  HUDSON JENKINS EST,5662.8,North Downtown
310214000,302100,4544,802,PAGE ST,,LOT 2 3RD ADD PAYNE & MASSIE,7230.96,Barracks Road
310155000,477300,4545,202,10TH ST NW,,PT LOTS 6 & 7,5619.24,Barracks Rugby
310216000,309000,4546,211,8TH ST NW,,LOT 1A 3RD ADD PAYNE & MASSIE,4094.64,Lewis Mountain
310156000,2808400,4547,134,10TH ST NW,,"LOTS 8,9,10, & PT 7 & 11",20560.32,Venable
310288000,111400,4548,210,8TH ST NW,,PT LOTS 1 & 2 PAYNE & MASSIE,3397.68,Martha Jefferson
310293000,556900,4549,708,PAGE ST,,RESIDUE 10TH & PAGE,3615.48,Greenbrier
310215000,244900,4550,203,8TH ST NW,,LOT 1-B PAYNE & MASSIE,3310.56,Fry's Spring
310289000,265300,4551,208,8TH ST NW,,"PT LOTS 1,2,PAR X PAYNE & MASS",3005.64,Fry's Spring
310158000,544300,4552,126,10TH ST NW,,PT LOT 11,7840.8,The Meadows
310162000,3821000,4553,114-120,10TH ST NW,,LOTS 12 & 13,12501.72,Barracks Rugby
310170000,99912700,4554,853,W MAIN ST,,LOT,89951.4,Fifeville
310163000,396200,4555,112,10TH ST NW,,LOT,4399.56,Martha Jefferson
310169000,2250000,4556,901,W MAIN ST,,LOT,19689.12,Venable
310164000,387100,4557,110,10TH ST NW,,LOT,5575.68,North Downtown
310168000,1809800,4558,909,W MAIN ST,,LOT & PARCEL X,10236.6,Fry's Spring
310174000,461100,4559,847,W MAIN ST,,LOT,7448.76,10th & Page
310175000,3358300,4560,843,W MAIN ST,,LOT,34499.52,Woolen Mills
310165000,1211200,4561,915-917,W MAIN ST,,LOT A,2482.92,Greenbrier
310166000,300800,4562,915,W MAIN ST,,LOT B,1132.56,Greenbrier
310167000,382400,4563,913,W MAIN ST,,LOT,1441.836,Locust Grove
310183000,2992800,4564,835,W MAIN ST,,LOT,28270.44,North Downtown
320129000,175400,4565,609,BROWN ST,,LOT 8,5924.16,Fry's Spring
320128000,484800,4566,601,BROWN ST,,LOTS 21 & 22,12109.68,Jefferson Park Avenue
320111000,167800,4567,505,BROWN ST,,LOT,1916.64,Johnson Village
320145000,365000,4568,117,CREAM ST,,LOT 5,7753.68,Lewis Mountain
320126000,301300,4569,209,6TH ST NW,,LOT,7971.48,Woolen Mills
320150000,990600,4570,731,W MAIN ST,,LOT 1,3223.44,The Meadows
320183000,0,4571,119,4TH ST NW,,LOT & PARCEL X,0.0,Jefferson Park Avenue
300009000,658400,4572,845,ESTES ST,,LOT,5880.6,Barracks Rugby
300010000,4523000,4573,835-837,ESTES ST,,LOTS & PT LOT 1,37026.0,Barracks Rugby
300008000,251500,4574,853,ESTES ST,,LOT,6141.96,Johnson Village
300054000,431700,4575,846,ESTES ST,,PT LOT 2,0.0,Rose Hill
300066000,285100,4576,221,9TH ST SW,,LOT,0.0,Woolen Mills
300053000,560600,4577,842-844,ESTES ST,,LOT,9583.2,Rose Hill
300048100,230700,4578,840,ESTES ST,,LOT D,0.0,Barracks Rugby
300067000,639200,4579,223,9TH ST SW,,LOT 2,0.0,Barracks Rugby
300048000,230700,4580,838,ESTES ST,,LOT C,0.0,Venable
300045100,226200,4581,836,ESTES ST,,LOT B,0.0,Lewis Mountain
300068000,418700,4582,225,9TH ST SW,,LOT C,0.0,Fry's Spring
300045000,232000,4583,834,ESTES ST,,LOT A,0.0,Johnson Village
300044000,368300,4584,830-832,ESTES ST,,LOT,7710.12,Johnson Village
300058000,405600,4585,901-903,NALLE ST,,LOT,0.0,Barracks Road
300063000,457300,4586,220,9TH ST SW,,PT LOT 2,0.0,Greenbrier
300071000,220600,4587,905,GROVE ST,,LOT E & PT D & PAR F,0.0,Rose Hill
300070000,204800,4588,903,GROVE ST,,PT LOT D,0.0,Barracks Road
300057000,488700,4589,829,NALLE ST,,PT LOT 9,0.0,Barracks Rugby
300065000,580000,4590,224,9TH ST SW,,PT LOTS 2 & 3,0.0,10th & Page
300056000,528500,4591,827,NALLE ST,,PT LOT 9,0.0,Fry's Spring
300069000,249600,4592,227,9TH ST SW,,LOT,4952.772,Jefferson Park Avenue
300052000,707400,4593,825,NALLE ST,,PT LOT 10 FIFE ADDITION,0.0,Fifeville
300051000,654600,4594,805,NALLE ST,,PT LOTS 10 & 11 FIFE ADDITION,0.0,Barracks Rugby
